True Strain (unitless),True Stress (Pa)
0.06513209493778215,3147166.6666666665
0.06522578491770732,3147461.5384615385
0.06531946612064246,3147756.41025641
0.06541313854823212,3175425.6410256415
0.06550680220211971,3175723.0769230775
0.06560045708394888,3176020.512820513
0.06569410319536252,3176317.948717949
0.06578774053800315,3176615.384615385
0.06588136911351276,3176912.820512821
0.06597498892353292,3204600.0
0.06606859996970471,3204900.0
0.06616220225366877,3205200.0
0.06625579577706527,3205500.0
0.06634938054153391,3205800.0
0.06644295654871396,3206100.0
0.0665365238002442,3206400.0
0.06663008229776296,3234107.692307692
0.06672363204290813,3234410.256410256
0.06691070528262681,3235015.384615384
0.0670042287804738,3235317.9487179485
0.06709774353249405,3235620.5128205125
0.06709774353249405,3235620.5128205125
0.06719124954032338,3235923.076923077
0.06728474680559626,3236225.6410256405
0.06728474680559626,3236225.6410256405
0.06737823532994819,3236528.2051282055
0.06747171511501275,3264261.538461539
0.06756518616242388,3264566.666666667
0.06765864847381486,3264871.7948717955
0.06775210205081852,3265176.9230769235
0.06784554689506724,3265482.0512820515
0.0679389830081929,3265787.17948718
0.06803241039182698,3266092.307692308
0.06812582904760044,3293846.153846154
0.06821923897714385,3294153.846153846
0.06831264018208728,3294461.5384615385
0.06840603266406037,3294769.230769231
0.06849941642469226,3295076.923076923
0.06868615778844686,3295692.3076923075
0.06877951539482563,3296000.0
0.06887286428637532,3323776.9230769225
0.06896620446472282,3324087.179487179
0.06905953593149455,3324397.4358974355
0.06915285868831672,3324707.6923076925
0.06924617273681441,3325017.948717949
0.0693394780786129,3325328.2051282055
0.06943277471533682,3325638.4615384615
0.0695260626486103,3353435.897435898
0.06961934188005707,3353748.7179487185
0.06971261241130035,3354061.538461539
0.06980587424396294,3354374.3589743595
0.06989912737966719,3354687.17948718
0.069992371820035,3355000.0000000005
0.07008560756668776,3382815.384615385
0.0701788346212465,3383130.7692307695
0.07027205298533169,3383446.153846154
0.07036526266056345,3383761.5384615385
0.07045846364856137,3384076.923076923
0.07055165595094465,3384392.3076923075
0.07064483956933196,3384707.692307692
0.07083118076059135,3412861.538461538
0.07083118076059135,3412861.538461538
0.07101748723528019,3413497.4358974355
0.07111062745795285,3413815.384615385
0.07120375900633215,3414133.3333333335
0.07129688188203383,3414451.2820512825
0.071389996086673,3442307.6923076925
0.07148310162186432,3442628.205128205
0.07157619848922196,3442948.717948718
0.07166928669035968,3443269.2307692305
0.07176236622689079,3443589.7435897435
0.0718554371004281,3443910.2564102565
0.07194849931258404,3444230.769230769
0.07204155286497053,3444551.282051282
0.07213459775919909,3444871.7948717945
0.07222763399688073,3472753.8461538465
0.07232066157962608,3473076.923076923
0.07241368050904526,3473400.0
0.07250669078674798,3473723.076923077
0.07259969241434348,3474046.153846154
0.07269268539344058,3474369.2307692305
0.0727856697256476,3474692.3076923075
0.07287864541257266,3502594.8717948725
0.0729716124558228,3502920.5128205135
0.07306457085700523,3503246.1538461545
0.0731575206177265,3503571.794871795
0.07325046173959274,3503897.435897436
0.07343631807318227,3504548.717948718
0.07352923328811553,3504874.358974359
0.07362213987061371,3505200.0
0.07371503782228069,3533128.205128205
0.07380792714471986,3533456.41025641
0.07390080783953422,3533784.6153846155
0.07399367990832628,3534112.8205128205
0.07408654335269817,3534441.0256410255
0.07417939817425147,3534769.2307692305
0.07427224437458742,3535097.4358974355
0.07436508195530674,3563046.153846154
0.07445791091800973,3563376.923076923
0.07455073126429625,3563707.6923076925
0.07464354299576571,3564038.4615384615
0.07473634611401708,3564369.2307692305
0.07482914062064908,3564700.0000000005
0.07492192651725935,3565030.76923077
0.07501470380544575,3565361.538461539
0.07510747248680548,3593333.333333334
0.07520023256293525,3593666.666666667
0.07529298403543135,3594000.0000000005
0.07538572690588966,3594333.3333333335
0.07547846117590556,3594666.666666667
0.07557118684707403,3595000.0
0.07575661239924632,3623325.641025641
0.07584931228343783,3623661.5384615385
0.07594200357515733,3623997.435897436
0.07603468627599758,3624333.333333333
0.07612736038755084,3624669.2307692305
0.07622002591140901,3625005.128205128
0.07631268284916351,3625341.0256410255
0.0764053312024053,3653353.8461538455
0.0764979709727249,3653692.307692307
0.07659060216171264,3654030.7692307695
